Cat�gorie;Article;D�signation 1;Unit� stock;Unit� vente;Coef UV-US;Saisie coeff vente;Unit� achat;Coef UA-US;Conditionnement;Coef UC-US;Saisie coeff autoris;Code comptable;Niveau taxe;Famille statistique;Famille statistique;Famille statistique;Gestion stock;Fournisseur;Article fournisseur;D�signation fourn
PDR;PDR00390;TUBE RECTANGULAIRE 80X40X1.9 6M;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0106;;2;FRL00186;PDR00390;TUBE RECTANGULAIRE 80X40X1,9 6M
PDR;PDR00390;TUBE RECTANGULAIRE 80X40X1.9 6M;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0106;;2;FRL00267;PDR00390;TUBE RECTANGULAIRE 80X40X1,9 6M
PDR;PDR00391;TOLE STRIEE 3X1,5 -4/6;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0103;;2;FRL00267;PDR00391;TOLE STRIEE 3X1,5 -4/6
PDR;PDR00392;TOLE NOIR 3000X1500X3MM;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0103;;2;FRL00267;PDR00392;TOLE NOIR 3000X1500X3MM
PDR;PDR00393;CORNIERE 45X45X4,5;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0106;;2;FRL00267;PDR00393;CORNIERE 45X45X4,5
PDR;PDR00394;CORNIERE 45X45X4 6M;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0106;;2;FRL00121;;CORNIERE 45X45X4 6M
PDR;PDR00394;CORNIERE 45X45X4 6M;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0106;;2;FRL00163;PDR00394;CORNIERE 45X45X4 6M
PDR;PDR00394;CORNIERE 45X45X4 6M;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0106;;2;FRL00267;PDR00394;CORNIERE 45X45X4 6M
PDR;PDR00395;CORNIERE 35X35X3,5MM;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0106;;2;FRL00267;PDR00395;CORNIERE 35X35X3,5MM
PDR;PDR00396;CORNIERE 70X70X7 6M;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0106;;2;FRL00267;PDR00396;CORNIERE 70X70X7 6M
PDR;PDR00397;TUBE CARRE 30X30X3MM;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0106;;2;FRL00267;PDR00397;TUBE CARRE 30X30X3MM
PDR;PDR00399;JOINT TORIQUE 10206184 SCHWING;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3007;2;FRL00007;PDR00399;JOINT TORIQUE 10206184 SCHWING
PDR;PDR00400;JOINT DE PRESSION DN180 10029138 SCHWING;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3007;2;FRL00007;PDR00400;JOINT DE PRESSION DN180 10029138 SCHWING
PDR;PDR00401;POMPE A EAU 10164399 HYPRO SCHWING;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3007;2;FRL00007;PDR00401;POMPE A EAU 10164399 HYPRO SCHWING
PDR;PDR00402;MOTEUR POMPE A EAU SCHWING 98435766;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3007;2;FRL00007;PDR00402;MOTEUR POMPE A EAU SCHWING 98435766
PDR;PDR00403;KIT D'ACCOUPLEMENT POMPE A EAU SCHWING;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3007;2;FRL00007;PDR00403;KIT D'ACCOUPLEMENT POMPE A EAU SCHWING
PDR;PDR00404;COURROIE D140 OPTIBELT;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3008;2;FRL00351;PDR00404;COURROIE D140 OPTIBELT
PDR;PDR00405;COURROIE D540 OPTIBELT;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3008;2;FRL00351;PDR00405;COURROIE D540 OPTIBELT
PDR;PDR00406;ROULEMENT A ROULEAUX 22322MC4VE NSK;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0604;P3010;2;FRL00351;PDR00406;ROULEMENT A ROULEAUX 22322MC4VE NSK
PDR;PDR00407;COURROIE TRAPEZOIDALES C99 OPTIBELT;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00351;PDR00407;COURROIE TRAPEZOIDALES C99 OPTIBELT
PDR;PDR00408;COURROIE B105 ;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00343;PDR00408;COURROIE B105 MEGADYNE
PDR;PDR00409;COURROIE B118 MEGADYNE;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00343;PDR00409;COURROIE B118 MEGADYNE
PDR;PDR00410;COURROIE C105 MEGADYNE;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00343;PDR00410;COURROIE C105 MEGADYNE
PDR;PDR00411;CHAINE A ROULEAUX 16B1 ACE;M;;0;1;M;1;;0;0;PDRN;A146;PDR06;P0602;P3008;2;FRL00343;PDR00411;CHAINE A ROULEAUX 16B1 ACE
PDR;PDR00412;COURROIE ISORAN 1200 MEGADYNE 5X20MM;UN;;0;1;MM;20;;0;0;PDRN;A146;PDR06;P0602;P3008;2;FRL00343;PDR00412;COURROIE ISORAN 1200 MEGADYNE 5X20MM
PDR;PDR00413;COURROIE C187 MEGADYNE;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00343;PDR00413;COURROIE C187 MEGADYNE
PDR;PDR00414;COURROIE B87 MEGADYNE;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00343;PDR00414;COURROIE B87 MEGADYNE
PDR;PDR00415;RECHARGE PROPANE 34KG;UN;;0;1;UN;1;;0;0;CONS;A150;PDR01;P0105;;2;FRL00197;PDR00415;RECHARGE PROPANE 34KG
PDR;PDR00416;FILTRE A HUILE 400404-00301;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00416;FILTRE A HUILE DI030350126 400404-00301
PDR;PDR00417;FILTRE A GASOIL 400508-00196;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00417;FILTRE A GASOIL DI030340002 400508-00196
PDR;PDR00418;FILTRE A GASOIL 400504-00218;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00418;FILTRE A GASOIL DI030340200 400504-00218
PDR;PDR00419;FILTRE DE FREIN 400504-00485;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00419;FILTRE DE FREIN DI030360286 400504-00485
PDR;PDR00420;FILTRE HYDRAULIQUE 400504-00555;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00420;FILTRE HYDRAULIQUE DI030360277 400504-00555
PDR;PDR00421;FILTRE TRANSMISSION 400409-00006;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00421;FILTRE TRANSMISSION DI030350136 400409-00006
PDR;PDR00422;DURITE DS2086014;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00042;PDR00422;DURITE DI060120208
PDR;PDR00423;CAPTEUR DE PRESSION K1048145;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00042;PDR00423;CAPTEUR DE PRESSION DI040300065
PDR;PDR00424;FILTRE HYDRAULIQUE K9005929;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3010;2;FRL00042;PDR00424;FILTRE HYDRAULIQUE DI030360277 K9005929
PDR;PDR00425;CREPINE D 400408-00049;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;P3010;2;FRL00042;PDR00425;CREPINE DI030220386 400408-00049
PDR;PDR00426;CONTACT DE DEMARRAGE 36786457;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00042;PDR00426;CONTACT DE DEMARRAGE IN040300562 36786457
PDR;PDR00427;POMPE DE FREIN 400916-00133A;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;P3005;2;FRL00042;PDR00427;POMPE DE FREIN DI010690011 400916-00133A
PDR;PDR00428;FILTRE SEPARATEUR A GASOIL 400508-00179;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;;;2;FRL00042;PDR00428;FILTRE SEPARATEUR A GASOIL DI030680346 400508-00179
PDR;PDR00429;FILTRE DE PILOTAGE 400504-00241;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;;;2;FRL00042;PDR00429;FILTRE DE PILOTAGE DI030361347 400504-00241
PDR;PDR00430;FILTRE HYDRAULIQUE 400504-00483B;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;;;2;FRL00042;PDR00430;FILTRE HYDRAULIQUE DI030360298 400504-00483B
PDR;PDR00431;FILTRE DE CLIMATISATION K1030288;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;;;2;FRL00042;PDR00431;FILTRE DE CLIMATISATION DI030330030 K1030288
PDR;PDR00432;COURROIE CLIMATISEUR 2106-1019D2;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00042;PDR00432;COURROIE CLIMATISEUR DI040200038 2106-1019D2
PDR;PDR00433;COURROIE ALTERNATEUR 130205-00421;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00042;PDR00433;COURROIE ALTERNATEUR DI040200048 130205-00421
PDR;PDR00434;FILTRE DE CLIMATISATION 400402-00079;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;;;2;FRL00042;PDR00434;FILTRE DE CLIMATISATION DI030330003 400402-00079
PDR;PDR00435;FILTRE DE FREIN 400504-00535;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00435;FILTRE DE FREIN DI030360008 400504-00535
PDR;PDR00436;COURROIE POMPE A EAU 130205-00616B;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3005;2;FRL00042;PDR00436;COURROIE POMPE A EAU DI040200008 130205-00616B
PDR;PDR00437;COURROIE 130205-01188A;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3005;2;FRL00042;PDR00437;COURROIE DI040200079 130205-01188A
PDR;PDR00438;FILTRE DE CLIM 400402-00106A;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00438;FILTRE DE CLIM DI030330012 400402-00106A
PDR;PDR00439;FILTRE DE CLIM 400402-00076B;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;P3005;2;FRL00042;PDR00439;FILTRE DE CLIM DI030330013 400402-00076B
PDR;PDR00440;GRAISSEUR S6710041;UN;;0;1;UN;1;;0;0;PDR;A146;PDR06;;P3010;2;FRL00036;GRS_22X16;GRAISSEUR
PDR;PDR00440;GRAISSEUR S6710041;UN;;0;1;UN;1;;0;0;PDR;A146;PDR06;;P3010;2;FRL00042;PDR00440;GRAISSEUR DI040280802 S6710041
PDR;PDR00440;GRAISSEUR S6710041;UN;;0;1;UN;1;;0;0;PDR;A146;PDR06;;P3010;2;FRL00227;PDR00440;GRAISSEUR 
PDR;PDR00441;BOBINE ELECTRIQUE 300743-00149;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;P3010;2;FRL00042;PDR00441;BOBINE ELECTRIQUE DI020300012 300743-00149
PDR;PDR00442;COMMODO AV/AR 301403-00030;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;P3005;2;FRL00042;PDR00442;COMMODO AV/AR DF040300020 301403-00030
PDR;PDR00443;VANNE A PAPILLON V2FS250SB;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR10;;;2;FRL00174;PDR00443;VANNE A PAPILLON V2FS250SB
PDR;PDR00444;MANIVELLE POUR VANNE CM4;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0903;;2;FRL00174;PDR00444;MANIVELLE POUR VANNE CM4
PDR;PDR00445; HUILE PLANCHE CHRYSO DEM 40;L;;0;1;L;1;;0;0;CONS;A146;PDR05;P0502;P3008;2;FRL00196;PDR00445;CHRYSO DEM 40
PDR;PDR00446;TUBE RECTANGULAIRE 50X30X2;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0104;;2;FRL00121;PDR00446;TUBE RECTANGULAIRE 50X30X2
PDR;PDR00447;TUBE CARRE 60X60X2;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0104;;2;FRL00121;PDR00447;TUBE CARRE 60X60X2
PDR;PDR00448;BAGUETTE DE SOUDAGE DIA 3,15;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0105;;2;FRL00033;PDR00448;BAGUETTE DE SOUDEUR 3,15
PDR;PDR00448;BAGUETTE DE SOUDAGE DIA 3,15;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0105;;2;FRL00060;PDR00448;BAGUETTE DE SOUDEUR  3,15
PDR;PDR00448;BAGUETTE DE SOUDAGE DIA 3,15;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0105;;2;FRL00121;PDR00448;BAGUETTE DE SOUDEUR  3,15
PDR;PDR00448;BAGUETTE DE SOUDAGE DIA 3,15;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0105;;2;FRL00227;PDR00448;BAGUETTE DE SOUDEUR 3,15
PDR;PDR00450;ESSENCE WHITE SPIRIT ATLAS 5L;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR05;;;2;FRL00121;PDR00450;ESSENCE WHITE SPIRIT ATLAS 5L
PDR;PDR00451;FAUX CADRE 40X1,5;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0106;;2;FRL00121;PDR00451;UPAF GALVANISE 40X1,5
PDR;PDR00452;COURROIE B84 ;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00343;B84;COURROIE B84 MEGADYNE
PDR;PDR00452;COURROIE B84 ;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3010;2;FRL00351;PDR00452;COURROIE B84 OPTIBELT
PDR;PDR00453;ARRET D'HUILE 70X110X120 VITON;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3008;2;FRL00078;PDR00453;ARRET D'HUILE 70X110X120 VITON
PDR;PDR00454;ARRET D'HUILE 70X110X08 VITON;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3008;2;FRL00078;PDR00454;ARRET D'HUILE 70X110X08 VITON
PDR;PDR00455;MANO SCHWING 98424290;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;P3007;2;FRL00007;PDR00455;MANO SCHWING 98424290
PDR;PDR00456;VENTILATEUR DE REFROIDISSEMENT HUILE 409337;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;P3007;2;FRL00007;PDR00456;VENTILATEUR DE REFROIDISSEMENT HUILE 409337
PDR;PDR00457;REDUCTEUR RP151 R1/15 DIA 60 SITI;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3010;2;FRL00322;PDR00457;REDUCTEUR RP151 R1/15 DIA 60 SITI
PDR;PDR00458;REDUCTEUR PENDULAIRE TA60-60 EUROMOTORI;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3010;2;FRL00078;PDR00458;REDUCTEUR PENDULAIRE TA60-60 EUROMOTORI
PDR;PDR00459;MOTEUR ELECTRIQUE 30CV 1550TR/MIN B3 SITI;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3010;2;FRL00322;PDR00459;MOTEUR ELECTRIQUE 30CV 1550TR/MIN B3 SITI
PDR;PDR00460;ALTERNATEUR 24V/60A 2502-9009;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3005;2;FRL00053;0.124.655.279+P;ALTERNATEUR MAN TGS
PDR;PDR00460;ALTERNATEUR 24V/60A 2502-9009;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3005;2;FRL00354;PDR00460;ALTERNATEUR 24V/60A 2502-9009
PDR;PDR00461;DEMAREUR 65,26201-7088A;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3005;2;FRL00354;PDR00461;DEMAREUR 65,26201-7088A
PDR;PDR00462;ACCUMULATOR HYDR PUT066600004;UN;;0;1;UN;1;;0;0;PDR;A146;PDR04;P0403;P3007;2;FRL00118;PDR00462;ACCUMULATOR HYDR PUT066600004
PDR;PDR00463;JOINT A LEVRES PUT 062954000;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3007;2;FRL00118;PDR00463;JOINT A LEVRES PUT 062954000
PDR;PDR00464;JOINT TORIQUE 130X5 PUT 042709000;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0602;P3007;2;FRL00118;PDR00464;JOINT TORIQUE 130X5 PUT 042709000
PDR;PDR00465;BAGUETTE DE SOUDAGE G53 DIA 4;UN;;0;1;UN;1;;0;0;PDR;A146;PDR01;P0105;;2;FRL00060;PDR00465;BAGUETTE SOUDAGE G53 DIA 4
PDR;PDR00466;BOULON NOIR 12X35 6,8;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00466;BOULON NOIR 12X35 6,8
PDR;PDR00467;VIS AUTO-PERCEUSE TH CELO DIA 6,3X25;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00467;VIS AUTO-PERCEUSE TH CELO DIA 6,3X25
PDR;PDR00468;COFFRET DE 5 EXTRACTEURS DE GOUJONS JBM;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR07;P0701;;2;FRL00060;PDR00468;COFFRET DE 5 EXTRACTEURS DE GOUJONS JBM
PDR;PDR00469;PAIRE DE GANT EN CUIR ;UN;;0;1;UN;1;;0;0;EPI;A146;PDR02;P0201;;2;FRL00052;469;
PDR;PDR00469;PAIRE DE GANT EN CUIR ;UN;;0;1;UN;1;;0;0;EPI;A146;PDR02;P0201;;2;FRL00055;PDR00469;PAIRE DE GANT EN CUIR 
PDR;PDR00469;PAIRE DE GANT EN CUIR ;UN;;0;1;UN;1;;0;0;EPI;A146;PDR02;P0201;;2;FRL00060;PDR00469;PAIRE DE GANT EN CUIR 
PDR;PDR00470;MANIELL HR OMEGA 8T;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00470;MANIELL HR OMEGA 8T
PDR;PDR00471;VIS HR DIA 14X50 8,8;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00471;VIS HR DIA 14X50 8,8
PDR;PDR00471;VIS HR DIA 14X50 8,8;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00227;PDR00471;VIS HR DIA 14X50 8,8
PDR;PDR00472;ECROU TH HR DIA 14;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00472;ECROU TH HR DIA 14
PDR;PDR00472;ECROU TH HR DIA 14;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00227;PDR00472;ECROU TH HR DIA 14
PDR;PDR00473;TUBE CONTACT BINZEL M8/1,2/30;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0101;;2;FRL00060;PDR00473;TUBE CONTACT BINZEL M8/1,2/30
PDR;PDR00474;PINCE UNIVERSELLE BAHCO 180MM RF2678G-180;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR07;P0701;;2;FRL00060;PDR00474;PINCE UNIVERSELLE BAHCO 180MM RF2678G-180
PDR;PDR00474;PINCE UNIVERSELLE BAHCO 180MM RF2678G-180;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR07;P0701;;2;FRL00227;PDR00474;PINCE UNIVERSELLE BAHCO 180MM RF2678G-180
PDR;PDR00475;COLLE A BOIS SACOL 20KG;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR05;P0504;;2;FRL00060;PDR00475;COLLE A BOIS SACOL 20KG
PDR;PDR00476;VIS BTR TC DIA 12X35 8,8;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00476;VIS BTR TC DIA 12X35 8,8
PDR;PDR00476;VIS BTR TC DIA 12X35 8,8;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00227;PDR00476;VIS BTR TC DIA 12X35 12.9
PDR;PDR00477;GRAISSEUR DROIT DIA 8X100;UN;;0;1;UN;1;;0;0;PDR;A146;PDR09;P0901;;2;FRL00060;PDR00477;GRAISSEUR DROIT DIA 8X100
PDR;PDR00478;GRAISSEUR DROIT DIA 8X125;UN;;0;1;UN;1;;0;0;PDR;A146;PDR09;P0901;;2;FRL00060;PDR00478;GRAISSEUR DROIT DIA 8X125
PDR;PDR00479;GRAISSEUR DROIT DIA 10X150;UN;;0;1;UN;1;;0;0;PDR;A146;PDR09;P0901;;2;FRL00060;PDR00479;GRAISSEUR DROIT DIA 10X150
PDR;PDR00480;COLLIER AJOUREE ACIER DIA 48-51 MIKALOR;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00480;COLLIER AJOUREE ACIER DIA 48-51 MIKALOR
PDR;PDR00481;VIS HR DIA 16X60 PAS 150 CLASSE 10;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00481;VIS HR DIA 16X60 PAS 150 CLASSE 10
PDR;PDR00482;VIS HR DIA 16X80 PAS 150 CLASSE 10;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00482;VIS HR DIA 16X80 PAS 150 CLASSE 10
PDR;PDR00483;COLLE LOCTITE 243 50ML;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR05;P0504;;2;FRL00054;PDR00483;COLLE LOCTITE 243 50ML
PDR;PDR00483;COLLE LOCTITE 243 50ML;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR05;P0504;;2;FRL00060;PDR00483;COLLE LOCTITE 243 50ML
PDR;PDR00484;CLE A CHOC PNEUMATIQUE BAHCO 1/2 BPC815;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR07;P0701;;2;FRL00060;PDR00484;CLE A CHOC PNEUMATIQUE BAHCO 1/2 BPC815
PDR;PDR00485;CLE A CHOC PNEUMATIQUE  3/4;UN;;0;1;UN;1;;0;0;PDR;A146;PDR07;P0701;;2;FRL00060;PDR00485;CLE A CHOC PNEUMATIQUE  3/4
PDR;PDR00485;CLE A CHOC PNEUMATIQUE  3/4;UN;;0;1;UN;1;;0;0;PDR;A146;PDR07;P0701;;2;FRL00227;PDR00485;CLE A CHOC PNEUMATIQUE  3/4
PDR;PDR00486;PINCE SOUDEUR;UN;;0;1;UN;1;;0;0;PDR;A146;PDR07;P0701;;2;FRL00060;PDR00486;PINCE PORTE ELECTRIQUE SOUDEUR
PDR;PDR00486;PINCE SOUDEUR;UN;;0;1;UN;1;;0;0;PDR;A146;PDR07;P0701;;2;FRL00227;PDR00486;PINCE PORTE ELECTRIQUE SOUDEUR
PDR;PDR00487;TETE DE COUPE 16/10 SAF;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0101;;2;FRL00033;PDR00487;TETE DE COUPE 16/10
PDR;PDR00487;TETE DE COUPE 16/10 SAF;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0101;;2;FRL00060;PDR00487;TETE DE COUPE 16/10 SAF
PDR;PDR00487;TETE DE COUPE 16/10 SAF;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;P0101;;2;FRL00227;PDR00487;TETE DE COUPE 16/10
PDR;PDR00488;RIVET POP DIA 4X16;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00488;RIVET POP DIA 4X16
PDR;PDR00489;RIVET POP DIA 5X30;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00489;RIVET POP DIA 5X30
PDR;PDR00490;RIVET POP DIA 6X30;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00490;RIVET POP DIA 6X30
PDR;PDR00491;VIS HR DIA 24X80 8.8;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0902;;2;FRL00060;PDR00491;VIS HR DIA 24X80 8.8
PDR;PDR00491;VIS HR DIA 24X80 8.8;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0902;;2;FRL00227;PDR00491;VIS HR DIA 24X80 8.8
PDR;PDR00492;ECROU TH HR DIA 24;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0902;;2;FRL00060;PDR00492;ECROU TH HR DIA 24
PDR;PDR00492;ECROU TH HR DIA 24;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0902;;2;FRL00227;PDR00492;ECROU TH HR DIA 24
PDR;PDR00493;ECROU TH HR DIA 10;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00493;ECROU TH HR DIA 10
PDR;PDR00493;ECROU TH HR DIA 10;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00227;PDR00493;ECROU 10
PDR;PDR00494;VERRE DE MASQUE NOIR;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;;;2;FRL00033;PDR00494;VERRE DE MASQUE NOIR
PDR;PDR00494;VERRE DE MASQUE NOIR;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR01;;;2;FRL00060;PDR00494;VERRE DE MASQUE NOIR
PDR;PDR00495;BOULON TH CAD 8X16;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR09;P0901;;2;FRL00060;PDR00495;BOULON TH CAD 8X16
PDR;PDR00496;FILTRE A HUILE WL7172;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00054;PDR00496;FILTRE A HUILE WL7172
PDR;PDR00496;FILTRE A HUILE WL7172;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00055;PDR0496;FILTRE A HUILE WL7172
PDR;PDR00497;FILTRE A AIR R512;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00054;PDR00497;FILTRE A AIR R512
PDR;PDR00498;FILTRE A AIR R570;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00054;PDR00498;FILTRE A AIR R570
PDR;PDR00499;FILTRE A HUILE WL7086;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;;;2;FRL00054;PDR00499;FILTRE A HUILE WL7086
PDR;PDR00500;HUILE DE FREIN DOT 4;UN;;0;1;UN;1;;0;0;CONS;A146;PDR06;;;2;FRL00054;PDR00500;HUILE DE FREIN DOT 4
PDR;PDR00501;CHEMIS SF 32A07-00300;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3006;2;FRL00054;PDR00501;CHEMIS SF 32A07-00300
PDR;PDR00502;POCHET JOINT EF01318A-002;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3006;2;FRL00054;PDR00502;POCHET JOINT EF01318A-002
PDR;PDR00503;POMPE A HUILE EC16202A-003;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR06;P0603;P3006;2;FRL00054;PDR00503;POMPE A HUILE EC16202A-003
PDR;PDR00504;FILTRE A AIR P528A;UN;;0;1;UN;1;;0;0;PDRN;A146;PDR04;P0401;;2;FRL00054;PDR00504;FILTRE A AIR P528A
